review_id,review_text,review_type,product_category,sentiment,rating,review_length,source
4103,Leg project trade area yeah public draw investment allow positive goal star together east vote lawyer child fear test station allow wall never recently positive page long fire reduce generation door writer project scientist set again police.,AI,Sports,Negative,2,37,GPT-4
4104,Serve last local next international physical away beyond citizen.,AI,Toys,Neutral,3,9,GPT-4
4105,Audience wom@n stop any strong evening seat exactly national article total trade bring religious move.,Human,Books,Neutral,3,15,Simulated Human
4106,Federal age often citizen require short fish indeed.,AI,Books,Positive,5,8,GPT-4
4107,Ever alone human mission blood their PM might scientist if road degree policy learn.,Human,Clothing,Positive,4,14,Simulated Human
4108,Agency would short fire and field continue nature model world various give side exactly.,AI,Home & Kitchen,Positive,4,14,GPT-4
4109,Authority kid early all across six loss rate not different thousand old against data image threat star even by although writer know star of public.,AI,Home & Kitchen,Positive,5,25,GPT-4
4110,Specific now professor determine deal activity face question nearly.,Human,Clothing,Neutral,3,9,Simulated Human
4111,Just company rest member offer glass agree yes clearly trouble baby.,AI,Electronics,Neutral,3,11,GPT-4
4112,Education finally poor east test generation buy help crime to figure much stay offer including inside if big drive role line before different learn often open upon reduce.,AI,Toys,Positive,4,28,GPT-4
4113,Work necessary child card above beyond bit someone record no challenge among begin month any executive employee social or take often support deep end game middle culture wrong different.,Human,Electronics,Positive,4,29,Simulated Human
4114,Feel ever bed within meeting people pay go drive now likely thought cost million all teacher sell far.,AI,Clothing,Neutral,3,18,GPT-4
4115,Six late history gun staff piece including allow same during impact be military who few trade really skin risk minute economy.,AI,Clothing,Neutral,3,21,GPT-4
4116,Voice bar degree maybe beat perhaps at cut impact happen tough always gun sense economy.,Human,Clothing,Positive,5,15,Simulated Human
4117,Public firm chance decade magazine us despite send vote court position factor market word.,AI,Books,Negative,2,14,GPT-4
4118,Material ever expert huge the improve late dinner western happy me time there significant member hope poor back.,Human,Home & Kitchen,Positive,5,18,Simulated Human
4119,H@nd soldier sport possible along tonight executive your morning almost seat certainly school with politics coach my.,Human,Toys,Negative,2,17,Simulated Human
4120,Drive and century sign interview analysis bit eye realize image against support investment million surface no side sound customer mouth his care our site.,AI,Books,Positive,5,24,GPT-4
4121,Process road cover purpose again a contain civil yourself personal necessary box along television success enter article if program science democratic marriage.,AI,Sports,Positive,5,22,GPT-4
4122,Edge ahead college nature write green on.,Human,Home & Kitchen,Negative,2,7,Simulated Human
4123,Say against yes skin morning prevent analysis so main beyond dark office every type church happen just pay certain million ok environment.,Human,Clothing,Positive,4,22,Simulated Human
4124,See candidate five adult direction worker worker stage of spring character same me candidate away.,Human,Books,Positive,4,15,Simulated Human
4125,Current cause consider benefit yourself local defense assume word baby make skin buy good tend bit bit six agency.,AI,Books,Positive,5,19,GPT-4
4126,Baby support far quickly happy return role modern throughout ten human pay right to movement huge whom.,Human,Books,Neutral,3,17,Simulated Human
4127,Water east player peace late prove feel week point.,Human,Electronics,Negative,1,9,Simulated Human
4128,Would full him become mother example turn year parent production man prove attorney past voice Democrat it memory option just.,AI,Books,Positive,5,20,GPT-4
4129,Arm explain glass current special paper store build act candidate long yet week can interesting religious show course democratic according financial eat clearly none.,Human,Home & Kitchen,Positive,5,24,Simulated Human
4130,Like political could fish term reason find safe reach speech various look blue send difficult.,Human,Books,Positive,4,15,Simulated Human
4131,Near without industry raise great rule ago early up century big stock truth continue accept charge that science large American early whom speak agree society color and positive southern doctor recent fact place.,AI,Sports,Neutral,3,33,GPT-4
4132,International that everyone wait art challenge number might role politics make machine three sense address rate alone in.,AI,Toys,Neutral,3,18,GPT-4
4133,First expl@in tonight determine order concern college difference management stand long old determine always evening could president you.,Human,Home & Kitchen,Neutral,3,18,Simulated Human
4134,Republican structure state quite her imagine late talk throw page fall positive lay relate team lead notice left clear protect place mouth involve strategy exactly drive wind size mean start entire.,Human,Clothing,Neutral,3,31,Simulated Human
4135,Policy reduce card parent security commercial church mouth including sense take five consider without get door hot perhaps top series sea direction quality full.,Human,Electronics,Neutral,3,24,Simulated Human
4136,Figure foreign child forward energy more buy whole soon sign big century red just will citizen of consumer represent morning another point every true nothing nothing collection rich those wall campaign bill partner already unit.,AI,Home & Kitchen,Positive,5,35,GPT-4
4137,Learn poor senior old institution rest fill full its most century must never use season much of as course director political worry.,Human,Home & Kitchen,Positive,5,22,Simulated Human
4138,Upon source majority race computer phone soon ten try question rather almost accept.,Human,Sports,Positive,5,13,Simulated Human
4139,Four Mr since newspaper you statement occur hard good contain skin pattern standard spend age standard when pretty population effect.,Human,Home & Kitchen,Positive,4,20,Simulated Human
4140,Home listen capital above apply sound establish trip feeling consider.,Human,Electronics,Positive,4,10,Simulated Human
4141,Though sense pull teach get again environmental machine against.,Human,Books,Neutral,3,9,Simulated Human
4142,Development financial prove economy student record to system door sea simply again back provide hold many various song job church expect understand.,Human,Electronics,Neutral,3,22,Simulated Human
4143,Participant serve fill number least put leg report wind commercial present near interest article return event own career hot explain easy brother.,AI,Clothing,Negative,2,22,GPT-4
4144,Better weight look woman simple control discover worker onto again threat bit sport nearly.,AI,Books,Negative,2,14,GPT-4
